,ROUTE,Number_of_Trips,Average_Actual_distance_to_destination,#source_states,#destination_states,destination_states,source_states,source_cities,route_type,destination_cities
832,Mehsana Kadi -- Kadi Ahmedabad,8.0,84.37456696081665,1,1,Gujarat,Gujarat,Mehsana Kadi,FTL,Kadi Ahmedabad
833,MAA Chennai -- Chennai MAA,8.0,30.89435093503922,1,1,Tamil Nadu,Tamil Nadu,MAA Chennai,Carting,Chennai MAA
834,Varanasi Ghazipur Ghosi Dohrighat Mau Jiyanpur Chiraiyakot -- Ghazipur Mau Dohrighat Jiyanpur Ghosi Chiraiyakot Varanasi,8.0,82.54501922596509,1,1,Uttar Pradesh,Uttar Pradesh,Varanasi Ghazipur Ghosi Dohrighat Mau Jiyanpur Chiraiyakot,FTL,Ghazipur Mau Dohrighat Jiyanpur Ghosi Chiraiyakot Varanasi
835,Chennai -- Chennai,8.0,15.328112250685242,1,1,Tamil Nadu,Tamil Nadu,Chennai,Carting,Chennai
836,Jind nan Rohtak Sonipat Gohana -- nan Gohana Jind Rohtak Sonipat,8.0,142.3249159870483,1,1,nan Haryana,Haryana nan,Jind nan Rohtak Sonipat Gohana,FTL,nan Gohana Jind Rohtak Sonipat
837,Bengaluru -- Bengaluru,8.0,21.101540091291785,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
838,Mumbai -- Mumbai,8.0,10.427123423674383,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Mumbai
839,Bengaluru -- Gurgaon,8.0,1689.376308671042,1,1,Haryana,Karnataka,Bengaluru,FTL,Gurgaon
840,Gurgaon nan -- nan Gwalior,8.0,269.5704306203844,1,1,nan Madhya Pradesh,Haryana nan,Gurgaon nan,FTL,nan Gwalior
841,Mumbai -- Pune,8.0,104.47148512085988,1,1,Maharashtra,Hub Maharashtra,Mumbai,FTL,Pune
842,Del -- Gurgaon,8.0,48.735594673386586,1,1,Haryana,Delhi,Del,Carting,Gurgaon
843,Bhiwandi -- Mumbai,8.0,21.44942191296832,1,1,Maharashtra,Maharashtra,Bhiwandi,Carting,Mumbai
844,Visakhapatnam Srikakulam -- Srikakulam Visakhapatnam,8.0,193.99435633816577,1,1,Andhra Pradesh,Andhra Pradesh,Visakhapatnam Srikakulam,Carting,Srikakulam Visakhapatnam
845,MAA -- Chennai,8.0,31.677823814673577,1,1,Tamil Nadu,Tamil Nadu,MAA,Carting,Chennai
846,Rampur Baheri Pilibhit Puranpur Bilaspur -- Baheri Pilibhit Puranpur Bilaspur Rampur,8.0,147.76210570914918,1,1,Uttar Pradesh,Uttar Pradesh,Rampur Baheri Pilibhit Puranpur Bilaspur,Carting,Baheri Pilibhit Puranpur Bilaspur Rampur
847,Bengaluru -- Bengaluru,8.0,29.512711864516312,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
848,PNQ -- Pune,8.0,21.819676842489507,1,1,Maharashtra,Maharashtra,PNQ,Carting,Pune
849,Chandigarh -- Zirakpur Chandigarh,8.0,37.49549731928765,2,1,Punjab,Punjab Chandigarh,Chandigarh,Carting,Zirakpur Chandigarh
850,Murshidabad Ragunthgnj Jangipur Sagardighi Lalgola -- Ragunthgnj Jangipur Sagardighi Baharampur Lalgola,8.0,73.77229193148486,1,1,West Bengal,West Bengal,Murshidabad Ragunthgnj Jangipur Sagardighi Lalgola,Carting,Ragunthgnj Jangipur Sagardighi Baharampur Lalgola
851,Akola Shegaon Buldhana Khamgaon Mehkar Chikhli -- Mehkar Akola Khamgaon Shegaon Chikhli Buldhana,8.0,112.23423052375867,1,1,Maharashtra,Maharashtra,Akola Shegaon Buldhana Khamgaon Mehkar Chikhli,FTL,Mehkar Akola Khamgaon Shegaon Chikhli Buldhana
852,Tirurangadi Malappuram Nilambur Printhlmna -- Malappuram Printhlmna Areacode,7.0,29.887772509568684,1,1,Kerala,Kerala,Tirurangadi Malappuram Nilambur Printhlmna,Carting,Malappuram Printhlmna Areacode
853,Bengaluru -- Bengaluru,7.0,29.689291231371218,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
854,Mumbai -- Mumbai,7.0,9.324152974341157,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Mumbai
855,Bhiwandi -- Bengaluru,7.0,830.0747227233936,1,1,Karnataka,Maharashtra,Bhiwandi,FTL,Bengaluru
856,Bankura Bishnupur Durgapur Barjora -- Durgapur Barjora Bankura Bishnupur,7.0,59.68960449777228,1,1,West Bengal,West Bengal,Bankura Bishnupur Durgapur Barjora,Carting,Durgapur Barjora Bankura Bishnupur
857,Jaipur Dudu Phulera Renwal -- Dudu Phulera Renwal Jaipur,7.0,151.3136914525729,1,1,Rajasthan,Rajasthan,Jaipur Dudu Phulera Renwal,Carting,Dudu Phulera Renwal Jaipur
858,Jaipur -- Jaipur,7.0,20.329989926608597,1,1,Rajasthan,Rajasthan,Jaipur,Carting,Jaipur
859,Kolkata -- CCU,7.0,20.00019443270636,1,1,West Bengal,West Bengal,Kolkata,Carting,CCU
860,Bengaluru -- BLR,7.0,14.727365918542677,1,1,Karnataka,Karnataka,Bengaluru,Carting,BLR
861,Del -- GZB,7.0,13.102076889863346,1,1,Uttar Pradesh,Delhi,Del,Carting,GZB
862,Bhopal Kanpur -- Kanpur Gurgaon,7.0,761.2930912138571,2,2,Uttar Pradesh Haryana,Madhya Pradesh Uttar Pradesh,Bhopal Kanpur,FTL,Kanpur Gurgaon
863,Bengaluru -- Bengaluru,7.0,15.467701371186774,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
864,Noida -- Gurgaon,7.0,64.16937559047518,1,1,Haryana,Uttar Pradesh,Noida,Carting,Gurgaon
865,Bengaluru -- Bengaluru,7.0,10.731385295161711,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
866,Agra Kirauli Dholpur -- Kirauli Dholpur nan,7.0,126.23358196081078,2,2,Uttar Pradesh Rajasthan nan,Uttar Pradesh Rajasthan,Agra Kirauli Dholpur,FTL,Kirauli Dholpur nan
867,Bhiwandi -- Pune,7.0,101.46885411204012,1,1,Maharashtra,Maharashtra,Bhiwandi,FTL,Pune
868,Korba -- Raigarh,7.0,88.0892347991427,1,1,Chhattisgarh,Chhattisgarh,Korba,FTL,Raigarh
869,Baharampur Morgram Rampurhat Ghanashyampur Khargram Kandi -- Morgram Rampurhat Khargram Baharampur Kandi Ghanashyampur,7.0,109.2374787636281,1,1,West Bengal,West Bengal,Baharampur Morgram Rampurhat Ghanashyampur Khargram Kandi,Carting,Morgram Rampurhat Khargram Baharampur Kandi Ghanashyampur
870,Delhi Gurgaon Vadodara -- Gurgaon Vadodara Surat,7.0,801.4054459049877,3,2,Haryana Gujarat,Delhi Haryana Gujarat,Delhi Gurgaon Vadodara,FTL,Gurgaon Vadodara Surat
871,Hyderabad -- Hyderabad,7.0,21.546449906432837,1,1,Telangana,Telangana,Hyderabad,Carting,Hyderabad
872,Chennai -- MAA,7.0,31.00667612508679,1,1,Tamil Nadu,Tamil Nadu,Chennai,Carting,MAA
873,Delhi -- Gurgaon,7.0,37.156514684505915,1,1,Haryana,Delhi,Delhi,Carting,Gurgaon
874,Kanpur Agra -- Agra Delhi,7.0,393.9388832037027,1,2,Uttar Pradesh Delhi,Uttar Pradesh,Kanpur Agra,FTL,Agra Delhi
875,Hyderabad -- Hyderabad,7.0,27.344162732706174,1,1,Telangana,Telangana,Hyderabad,Carting,Hyderabad
876,Gurgaon -- Delhi,7.0,39.48296125562887,1,1,Delhi,Haryana,Gurgaon,Carting,Delhi
877,Jaipur -- Gurgaon,7.0,195.73222993436204,1,1,Haryana,Rajasthan,Jaipur,Carting,Gurgaon
878,Chennai -- MAA,7.0,25.284495982281875,1,1,Tamil Nadu,Tamil Nadu,Chennai,Carting,MAA
879,Khammam Kodad Kusumnchi Miryalguda -- Kodad Kusumnchi Miryalguda Khammam,7.0,142.8995823858216,1,1,Telangana,Telangana,Khammam Kodad Kusumnchi Miryalguda,FTL,Kodad Kusumnchi Miryalguda Khammam
880,Bhiwandi Mumbai -- Mumbai Bhiwandi,7.0,46.73684245829783,1,1,Maharashtra,Maharashtra,Bhiwandi Mumbai,Carting,Mumbai Bhiwandi
881,Bengaluru -- HBR,7.0,23.805204676646955,1,1,Karnataka,Karnataka,Bengaluru,Carting,HBR
882,Basti Gorakhpur Harraiya -- Gorakhpur Khalilabad Kanpur Basti,7.0,190.65563580852222,1,1,Uttar Pradesh,Uttar Pradesh,Basti Gorakhpur Harraiya,FTL,Gorakhpur Khalilabad Kanpur Basti
883,Pune -- PNQ,7.0,21.426933861304782,1,1,Maharashtra,Maharashtra,Pune,Carting,PNQ
884,Duddhi Renukoot Anpara Singrauli Chopan -- Renukoot Anpara Singrauli Chopan Robertsganj,7.0,137.3633924360093,2,2,Uttar Pradesh Madhya Pradesh,Uttar Pradesh Madhya Pradesh,Duddhi Renukoot Anpara Singrauli Chopan,FTL,Renukoot Anpara Singrauli Chopan Robertsganj
885,Kolkata -- Kolkata,7.0,19.976155012008842,1,1,West Bengal,West Bengal,Kolkata,Carting,Kolkata
886,Bengaluru -- Bengaluru,7.0,19.63215134900684,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
887,Bengaluru -- Bengaluru,7.0,29.6514822707103,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
888,Aluva Guruvayoor -- Guruvayoor Edappal,7.0,82.73453559421658,1,1,Kerala,Kerala,Aluva Guruvayoor,FTL,Guruvayoor Edappal
889,Karimnagar Vemulawada Luxettipet Jagtial Koratla Metpally -- Vemulawada Metpally Karimnagar DhrmpuriTS Jagtial,7.0,111.25288973623786,1,1,Telangana,Telangana,Karimnagar Vemulawada Luxettipet Jagtial Koratla Metpally,FTL,Vemulawada Metpally Karimnagar DhrmpuriTS Jagtial
890,Bengaluru -- Bengaluru,7.0,42.06901274156963,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
891,Bengaluru -- Bengaluru,7.0,42.20574142685035,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
892,Morbi Wankaner -- Wankaner Rajkot,7.0,39.152198324141644,1,1,Gujarat,Gujarat,Morbi Wankaner,Carting,Wankaner Rajkot
893,Sasaram -- Gurgaon,7.0,804.5487618075664,1,1,Haryana,Bihar,Sasaram,FTL,Gurgaon
894,Pune Bhiwandi -- Bhiwandi Ahmedabad,7.0,511.7787177435411,1,2,Maharashtra Gujarat,Maharashtra,Pune Bhiwandi,FTL,Bhiwandi Ahmedabad
895,"Hyderabad Vijayawada Khammam Suryapet Nalgonda Miryalguda
 Choutuppal -- Choutuppal Khammam Suryapet Nalgonda Hyderabad Vijayawada
 Miryalguda",7.0,420.60370913460076,2,2,Telangana Andhra Pradesh,Telangana Andhra Pradesh,"Hyderabad Vijayawada Khammam Suryapet Nalgonda Miryalguda
 Choutuppal",FTL,"Choutuppal Khammam Suryapet Nalgonda Hyderabad Vijayawada
 Miryalguda"
896,Himmatnagar Mehsana Modasa Khedbrahma -- Modasa Himmatnagar Khedbrahma Mehsana,7.0,134.9880092782445,1,1,Gujarat,Gujarat,Himmatnagar Mehsana Modasa Khedbrahma,FTL,Modasa Himmatnagar Khedbrahma Mehsana
897,Chennai -- Chennai,7.0,16.502037740697567,1,1,Tamil Nadu,Tamil Nadu,Chennai,Carting,Chennai
898,Bengaluru -- Bengaluru,7.0,10.734356844866298,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
899,Bhiwandi Solapur -- Solapur Hyderabad,7.0,617.1979368385098,1,2,Maharashtra Telangana,Maharashtra,Bhiwandi Solapur,FTL,Solapur Hyderabad
900,Ahmedabad -- Gurgaon,7.0,735.4779205877184,1,1,Haryana,Gujarat,Ahmedabad,FTL,Gurgaon
901,Mainpuri Firozabad Shikohabad nan -- Firozabad Delhi Shikohabad nan,7.0,141.77331448882072,1,2,Uttar Pradesh Delhi nan,Uttar Pradesh nan,Mainpuri Firozabad Shikohabad nan,FTL,Firozabad Delhi Shikohabad nan
902,Pune -- Pune,7.0,17.560333869835492,1,1,Maharashtra,Maharashtra,Pune,Carting,Pune
903,Mumbai -- Bhiwandi,7.0,23.144947906074552,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Bhiwandi
904,FBD -- Faridabad,7.0,9.946724007562091,1,1,Haryana,Haryana,FBD,Carting,Faridabad
905,Bengaluru -- Bhiwandi,7.0,829.8791985295195,1,1,Maharashtra,Karnataka,Bengaluru,FTL,Bhiwandi
906,Sonipat -- Delhi,7.0,36.16994614362774,1,1,Delhi,Haryana,Sonipat,Carting,Delhi
907,Pune -- PNQ,7.0,13.290801861708328,1,1,Maharashtra,Maharashtra,Pune,Carting,PNQ
908,Tirupur -- Coimbatore,7.0,23.574122922300425,1,1,Tamil Nadu,Tamil Nadu,Tirupur,FTL,Coimbatore
909,Hisar -- Gurgaon,7.0,142.44632053444658,1,1,Haryana,Haryana,Hisar,FTL,Gurgaon
910,Mumbai -- Mumbai,7.0,9.376322362861151,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Mumbai
911,Brajrajnagar Sundargarh Jharsuguda -- Sundargarh Rajgangpur,7.0,75.15822568909799,1,1,Orissa,Orissa,Brajrajnagar Sundargarh Jharsuguda,FTL,Sundargarh Rajgangpur
912,Chennai -- MAA,7.0,25.069856313637526,1,1,Tamil Nadu,Tamil Nadu,Chennai,Carting,MAA
913,Bengaluru -- HBR,7.0,23.85473243279699,1,1,Karnataka,Karnataka,Bengaluru,Carting,HBR
914,Bengaluru -- BLR,7.0,25.522666887173703,1,1,Karnataka,Karnataka,Bengaluru,Carting,BLR
915,Bengaluru -- Bengaluru,7.0,19.98151167165563,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
916,Udaipur Jaipur -- Ahmedabad Udaipur,7.0,402.4579263928935,1,2,Gujarat Rajasthan,Rajasthan,Udaipur Jaipur,FTL,Ahmedabad Udaipur
917,Gulbarga Sindagi Indi Aland -- Sindagi Indi Aland Gulbarga,7.0,214.301270877689,1,1,Karnataka,Karnataka,Gulbarga Sindagi Indi Aland,Carting,Sindagi Indi Aland Gulbarga
918,Rudrapur Haldwani -- Haldwani Rudrapur,6.0,56.63774168523429,1,1,Uttarakhand,Uttarakhand,Rudrapur Haldwani,FTL,Haldwani Rudrapur
919,Bengaluru -- Bengaluru,6.0,12.575221613450521,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
920,Kolkata Baharampur -- Baharampur Kolkata,6.0,317.80507919360747,1,1,West Bengal,West Bengal,Kolkata Baharampur,FTL,Baharampur Kolkata
921,Kolkata -- CCU,6.0,15.661981370695608,1,1,West Bengal,West Bengal,Kolkata,Carting,CCU
922,Lucknow -- Lucknow,6.0,16.519432090792133,1,1,Uttar Pradesh,Uttar Pradesh,Lucknow,Carting,Lucknow
923,Gurgaon Kanpur -- Kanpur Varanasi,6.0,684.3549519403837,2,1,Uttar Pradesh,Haryana Uttar Pradesh,Gurgaon Kanpur,FTL,Kanpur Varanasi
924,Gurgaon Gwalior Dholpur -- Gwalior Dholpur Gurgaon,6.0,432.2236994953757,3,3,Madhya Pradesh Rajasthan Haryana,Haryana Madhya Pradesh Rajasthan,Gurgaon Gwalior Dholpur,FTL,Gwalior Dholpur Gurgaon
925,Bengaluru Jaipur -- Jaipur Delhi,6.0,1764.9537624695747,2,2,Rajasthan Delhi,Karnataka Rajasthan,Bengaluru Jaipur,FTL,Jaipur Delhi
926,Mumbai -- Mumbai,6.0,15.532091580101104,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Mumbai
927,Bhiwandi -- Ahmedabad,6.0,410.2988869307239,1,1,Gujarat,Maharashtra,Bhiwandi,FTL,Ahmedabad
928,Delhi Gurgaon Meham Hansi -- Gurgaon Meham Hisar Hansi,6.0,183.63361872950426,2,1,Haryana,Delhi Haryana,Delhi Gurgaon Meham Hansi,FTL,Gurgaon Meham Hisar Hansi
929,Hyderabad -- Hyderabad,6.0,17.611634905695727,1,1,Telangana,Telangana,Hyderabad,Carting,Hyderabad
930,Haldia Tamluk Panskura -- Panskura Haldia Tamluk,6.0,71.37205265458853,1,1,West Bengal,West Bengal,Haldia Tamluk Panskura,Carting,Panskura Haldia Tamluk
931,Goa -- Goa,6.0,23.196234951060916,1,1,Goa,Goa,Goa,Carting,Goa
932,MAA -- Chennai,6.0,24.947446023175956,1,1,Tamil Nadu,Tamil Nadu,MAA,Carting,Chennai
933,Bengaluru -- Bengaluru,6.0,38.94606334797016,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
934,Hyderabad -- Hyderabad,6.0,35.0960767583936,1,1,Telangana,Telangana,Hyderabad,Carting,Hyderabad
935,Hyderabad -- Hyderabad,6.0,17.040572627438735,1,1,Telangana,Telangana,Hyderabad,Carting,Hyderabad
936,Bhiwandi Bengaluru -- Bengaluru MAA,6.0,1052.88463836808,2,2,Karnataka Tamil Nadu,Maharashtra Karnataka,Bhiwandi Bengaluru,FTL,Bengaluru MAA
937,Delhi -- Gurgaon,6.0,36.707614769886796,1,1,Haryana,Delhi,Delhi,Carting,Gurgaon
938,Anjar Bhuj -- Bhuj Nakhatrana Gandhidham,6.0,68.02359043897913,1,1,Gujarat,Gujarat,Anjar Bhuj,FTL,Bhuj Nakhatrana Gandhidham
939,Sonipat Modinagar Khatauli Meerut -- Modinagar Meerut Sonipat,6.0,82.59205395661137,2,2,Uttar Pradesh Haryana,Haryana Uttar Pradesh,Sonipat Modinagar Khatauli Meerut,FTL,Modinagar Meerut Sonipat
940,Kolkata -- CCU,6.0,15.593495090774212,1,1,West Bengal,West Bengal,Kolkata,Carting,CCU
941,Gurgaon -- Delhi,6.0,48.207669901337944,1,1,Delhi,Haryana,Gurgaon,Carting,Delhi
942,Sonipat Roorkee Haridwar -- Roorkee Haridwar Rishikesh,6.0,168.96424398836663,2,1,Uttarakhand,Haryana Uttarakhand,Sonipat Roorkee Haridwar,FTL,Roorkee Haridwar Rishikesh
943,Pali Jalore Bhinmal Sirohi Sumerpur Falna -- Jalore Bhinmal Sirohi Sumerpur Falna MarwarJn,6.0,155.98565034955251,1,1,Rajasthan,Rajasthan,Pali Jalore Bhinmal Sirohi Sumerpur Falna,FTL,Jalore Bhinmal Sirohi Sumerpur Falna MarwarJn
944,Jabalpur -- Jabalpur,6.0,10.850190901144023,1,1,Madhya Pradesh,Madhya Pradesh,Jabalpur,Carting,Jabalpur
945,Bengaluru -- Bengaluru,6.0,28.273387521232497,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
946,Kendrpara Cuttack Bhubaneshwar Tirtol Paradip -- Cuttack Bhubaneshwar Jagatsghpr Paradip Kendrpara,6.0,42.313967361298104,1,1,Orissa,Orissa,Kendrpara Cuttack Bhubaneshwar Tirtol Paradip,FTL,Cuttack Bhubaneshwar Jagatsghpr Paradip Kendrpara
947,Guwahati -- Guwahati,6.0,20.071355518890773,1,1,Assam,Assam,Guwahati,Carting,Guwahati
948,Allahabad Kanpur -- Kanpur Gurgaon,6.0,501.9678964497368,1,2,Uttar Pradesh Haryana,Uttar Pradesh,Allahabad Kanpur,FTL,Kanpur Gurgaon
949,Mumbai Jasai -- Jasai Mumbai,6.0,22.03999061448963,1,1,Maharashtra,Maharashtra,Mumbai Jasai,Carting,Jasai Mumbai
950,Attur Villupuram -- Villupuram MAA,6.0,218.93804089544503,1,1,Tamil Nadu,Tamil Nadu,Attur Villupuram,FTL,Villupuram MAA
951,Delhi -- Gurgaon,6.0,50.92217306392309,1,1,Haryana,Delhi,Delhi,Carting,Gurgaon
952,Surat Vapi -- Vapi Bhiwandi,6.0,206.91310302116355,1,2,Gujarat Maharashtra,Gujarat,Surat Vapi,FTL,Vapi Bhiwandi
953,Mehsana Vadnagar Palanpur Deesa -- Vadnagar Palanpur Deesa Mehsana,6.0,162.25537975709946,1,1,Gujarat,Gujarat,Mehsana Vadnagar Palanpur Deesa,FTL,Vadnagar Palanpur Deesa Mehsana
954,Bhiwandi -- Surat,6.0,207.34442861935574,1,1,Gujarat,Maharashtra,Bhiwandi,FTL,Surat
955,Gurgaon -- Del,6.0,36.67459653300984,1,1,Delhi,Haryana,Gurgaon,Carting,Del
956,Udaipur Pali Ahmedabad -- Pali Jaipur Udaipur,6.0,448.85425019089524,2,1,Rajasthan,Rajasthan Gujarat,Udaipur Pali Ahmedabad,FTL,Pali Jaipur Udaipur
957,Aluva Guruvayoor Tirur Kozhikode -- Guruvayoor Edappal Kozhikode Aluva,6.0,215.95812497103404,1,1,Kerala,Kerala,Aluva Guruvayoor Tirur Kozhikode,FTL,Guruvayoor Edappal Kozhikode Aluva
958,Pune -- Pune,6.0,21.533413436570935,1,1,Maharashtra,Maharashtra,Pune,Carting,Pune
959,Kolkata -- CCU,6.0,20.318100596640548,1,1,West Bengal,West Bengal,Kolkata,Carting,CCU
960,Hyderabad -- Hyderabad,6.0,27.292828385458424,1,1,Telangana,Telangana,Hyderabad,Carting,Hyderabad
961,Gurgaon -- Alwar,6.0,85.9778789902628,1,1,Rajasthan,Haryana,Gurgaon,FTL,Alwar
962,Bhiwandi Mumbai -- Mumbai Bhiwandi,6.0,18.605072545182626,1,1,Maharashtra,Maharashtra,Bhiwandi Mumbai,Carting,Mumbai Bhiwandi
963,Delhi -- Gurgaon,6.0,50.63052272120908,1,1,Haryana,Delhi,Delhi,Carting,Gurgaon
964,Bhiwandi -- Mumbai,6.0,21.611443277438507,1,1,Maharashtra,Maharashtra,Bhiwandi,Carting,Mumbai
965,Mehsana Unjha Patan Bhabhar Radhanpur -- Unjha Patan Bhabhar Radhanpur Mehsana,6.0,111.80164238920243,1,1,Gujarat,Gujarat,Mehsana Unjha Patan Bhabhar Radhanpur,FTL,Unjha Patan Bhabhar Radhanpur Mehsana
966,Hyderabad Ongole -- Ongole MAA,6.0,533.3156515679927,2,2,Andhra Pradesh Tamil Nadu,Telangana Andhra Pradesh,Hyderabad Ongole,FTL,Ongole MAA
967,Pune Rajgurunagar Talegaon -- Rajgurunagar Talegaon Pune,6.0,36.849933737446165,1,1,Maharashtra,Maharashtra,Pune Rajgurunagar Talegaon,Carting,Rajgurunagar Talegaon Pune
968,CCU -- Kolkata,6.0,19.583147749114346,1,1,West Bengal,West Bengal,CCU,Carting,Kolkata
969,Mumbai -- Mumbai,6.0,9.292419993310627,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Mumbai
970,Guwahati -- Guwahati,6.0,15.307553937356444,1,1,Assam,Assam,Guwahati,Carting,Guwahati
971,Bengaluru -- Bengaluru,6.0,42.02222203041095,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
972,Del -- Gurgaon,6.0,49.01341308860128,1,1,Haryana,Delhi,Del,Carting,Gurgaon
973,Aligarh SikandraRao Etah Jalesar -- SikandraRao Etah Jalesar Aligarh,6.0,141.61395017207303,1,1,Uttar Pradesh,Uttar Pradesh,Aligarh SikandraRao Etah Jalesar,Carting,SikandraRao Etah Jalesar Aligarh
974,Hassan Mudigere Sakleshpur Chikmagalur Arsikere Tiptur -- Tiptur Sakleshpur Hassan Mudigere Arsikere,6.0,98.42631949954443,1,1,Karnataka,Karnataka,Hassan Mudigere Sakleshpur Chikmagalur Arsikere Tiptur,FTL,Tiptur Sakleshpur Hassan Mudigere Arsikere
975,Hyderabad -- Hyderabad,6.0,34.56177462601341,1,1,Telangana,Telangana,Hyderabad,Carting,Hyderabad
976,Hyderabad Rajamundry Vizag Visakhapatnam -- Rajamundry Visakhapatnam Hyderabad,6.0,945.6987513243115,2,2,Andhra Pradesh Telangana,Telangana Andhra Pradesh,Hyderabad Rajamundry Vizag Visakhapatnam,FTL,Rajamundry Visakhapatnam Hyderabad
977,Goa -- Goa,6.0,19.537807452438045,1,1,Goa,Goa,Goa,Carting,Goa
978,Bengaluru -- Bengaluru,6.0,24.288806601570155,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
979,Del -- Gurgaon,6.0,48.66879225520566,1,1,Haryana,Delhi,Del,Carting,Gurgaon
980,Chennai Malemruvathur -- Chennai Malemruvathur,6.0,134.39803576532003,1,1,Tamil Nadu,Tamil Nadu,Chennai Malemruvathur,Carting,Chennai Malemruvathur
981,Chennai -- Chennai,6.0,33.62337987914873,1,1,Tamil Nadu,Tamil Nadu,Chennai,Carting,Chennai
982,Delhi -- GZB,6.0,23.781089333887312,1,1,Uttar Pradesh,Delhi,Delhi,Carting,GZB
983,Vadakara Kallachi Kuthuparamba Kozhikode Koyilandy -- Kallachi Kuthuparamba Kozhikode Koyilandy Vadakara,6.0,128.1358147378185,1,1,Kerala,Kerala,Vadakara Kallachi Kuthuparamba Kozhikode Koyilandy,Carting,Kallachi Kuthuparamba Kozhikode Koyilandy Vadakara
984,Jaipur Ajmer Pali Jodhpur Piparcity nan -- Ajmer Pali Jodhpur Piparcity nan Jaipur,6.0,601.1983826170448,1,1,Rajasthan nan,Rajasthan nan,Jaipur Ajmer Pali Jodhpur Piparcity nan,FTL,Ajmer Pali Jodhpur Piparcity nan Jaipur
985,Aluva Cherthala Kottayam Kothanalloor -- Kottayam Aluva Kothanalloor Vaikom,6.0,117.03129659133344,1,1,Kerala,Kerala,Aluva Cherthala Kottayam Kothanalloor,FTL,Kottayam Aluva Kothanalloor Vaikom
986,Hyderabad -- Hyderabad,6.0,18.848773924586293,1,1,Telangana,Telangana,Hyderabad,Carting,Hyderabad
987,Dhule -- Chalisgaon,6.0,52.36680247088165,1,1,Maharashtra,Maharashtra,Dhule,Carting,Chalisgaon
988,Pune -- Nanded,6.0,382.0795933702994,1,1,Maharashtra,Maharashtra,Pune,FTL,Nanded
989,Sonipat Gajraula Rampur Amroha -- Gajraula Rampur Amroha Sonipat,6.0,369.3566637660465,2,2,Uttar Pradesh Haryana,Haryana Uttar Pradesh,Sonipat Gajraula Rampur Amroha,FTL,Gajraula Rampur Amroha Sonipat
990,Varanasi Allahabad Kanpur Agra -- Allahabad Kanpur Agra Gurgaon,6.0,634.7135840942211,1,2,Uttar Pradesh Haryana,Uttar Pradesh,Varanasi Allahabad Kanpur Agra,FTL,Allahabad Kanpur Agra Gurgaon
991,Del -- Sonipat,6.0,40.80006013404861,1,1,Haryana,Delhi,Del,Carting,Sonipat
992,Delhi -- Gurgaon,6.0,37.171010846435195,1,1,Haryana,Delhi,Delhi,Carting,Gurgaon
993,Mumbai -- Mumbai,6.0,9.721786904501496,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Mumbai
994,Hyderabad Ongole -- Ongole MAA,5.0,478.4248845214761,2,2,Andhra Pradesh Tamil Nadu,Telangana Andhra Pradesh,Hyderabad Ongole,FTL,Ongole MAA
995,Hisar -- Gurgaon,5.0,143.95796389554545,1,1,Haryana,Haryana,Hisar,FTL,Gurgaon
996,Rishikesh Pauri -- SrinagarUK Rishikesh,5.0,80.44937662400636,1,1,Uttarakhand,Uttarakhand,Rishikesh Pauri,FTL,SrinagarUK Rishikesh
997,Bengaluru -- Bengaluru,5.0,24.43237167371966,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
998,Guwahati Kolkata -- Kolkata Bhiwandi,5.0,2157.968311797658,2,2,West Bengal Maharashtra,Assam West Bengal,Guwahati Kolkata,FTL,Kolkata Bhiwandi
999,Coimbatore -- Coimbatore,5.0,21.08188880487819,1,1,Tamil Nadu,Tamil Nadu,Coimbatore,Carting,Coimbatore
1000,Bengaluru -- Bengaluru,5.0,39.00172877535833,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
1001,Mumbai -- Mumbai,5.0,17.195617795613963,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Mumbai
1002,PNQ -- Pune,5.0,10.105507851760134,1,1,Maharashtra,Maharashtra,PNQ,Carting,Pune
